event_id,date,amount,variant_id,created_at,number_of_items,uniq_number,version
6,2024-12-01 00:00:00,67506,193,2024-01-09 13:59:19.415559,2600,193 - Декабрь 2024,1
6,2025-01-01 00:00:00,13447,193,2024-01-09 13:59:19.415559,520,193 - Январь 2025,1
6,2025-02-01 00:00:00,13447,193,2024-01-09 13:59:19.415559,520,193 - Февраль 2025,1
6,2025-03-01 00:00:00,20205,193,2024-01-09 13:59:19.415559,780,193 - Март 2025,1
6,2025-04-01 00:00:00,16826,193,2024-01-09 13:59:19.415559,650,193 - Апрель 2025,1
6,2025-05-01 00:00:00,16826,193,2024-01-09 13:59:19.415559,650,193 - Май 2025,1
6,2025-06-01 00:00:00,16826,193,2024-01-09 13:59:19.415559,650,193 - Июнь 2025,1
6,2025-07-01 00:00:00,20205,193,2024-01-09 13:59:19.415559,780,193 - Июль 2025,1
6,2025-08-01 00:00:00,33719,193,2024-01-09 13:59:19.415559,1300,193 - Август 2025,1
6,2025-09-01 00:00:00,33719,193,2024-01-09 13:59:19.415559,1300,193 - Сентябрь 2025,1
6,2025-10-01 00:00:00,49313,193,2024-01-09 13:59:19.415559,1900,193 - Октябрь 2025,1
6,2025-11-01 00:00:00,74004,193,2024-01-09 13:59:19.415559,2850,193 - Ноябрь 2025,1
6,2025-12-01 00:00:00,98694,193,2024-01-09 13:59:19.415559,3800,193 - Декабрь 2025,1
6,2026-01-01 00:00:00,19685,193,2024-01-09 13:59:19.415559,760,193 - Январь 2026,1
6,2026-02-01 00:00:00,19685,193,2024-01-09 13:59:19.415559,760,193 - Февраль 2026,1
6,2026-03-01 00:00:00,29561,193,2024-01-09 13:59:19.415559,1140,193 - Март 2026,1
6,2026-04-01 00:00:00,24623,193,2024-01-09 13:59:19.415559,950,193 - Апрель 2026,1
6,2026-05-01 00:00:00,24623,193,2024-01-09 13:59:19.415559,950,193 - Май 2026,1
6,2026-06-01 00:00:00,24623,193,2024-01-09 13:59:19.415559,950,193 - Июнь 2026,1
6,2026-07-01 00:00:00,29561,193,2024-01-09 13:59:19.415559,1140,193 - Июль 2026,1
6,2026-08-01 00:00:00,49313,193,2024-01-09 13:59:19.415559,1900,193 - Август 2026,1
6,2026-09-01 00:00:00,49313,193,2024-01-09 13:59:19.415559,1900,193 - Сентябрь 2026,1
6,2026-10-01 00:00:00,54511,193,2024-01-09 13:59:19.415559,2100,193 - Октябрь 2026,1
6,2026-11-01 00:00:00,81801,193,2024-01-09 13:59:19.415559,3150,193 - Ноябрь 2026,1
6,2026-12-01 00:00:00,109090,193,2024-01-09 13:59:19.415559,4200,193 - Декабрь 2026,1
6,2027-01-01 00:00:00,21764,193,2024-01-09 13:59:19.415559,840,193 - Январь 2027,1
6,2027-02-01 00:00:00,21764,193,2024-01-09 13:59:19.415559,840,193 - Февраль 2027,1
6,2027-03-01 00:00:00,32680,193,2024-01-09 13:59:19.415559,1260,193 - Март 2027,1
6,2027-04-01 00:00:00,27222,193,2024-01-09 13:59:19.415559,1050,193 - Апрель 2027,1
6,2027-05-01 00:00:00,27222,193,2024-01-09 13:59:19.415559,1050,193 - Май 2027,1
6,2022-08-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Август 2022,1
6,2022-09-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Сентябрь 2022,1
6,2022-10-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Октябрь 2022,1
6,2022-11-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Ноябрь 2022,1
6,2022-12-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Декабрь 2022,1
6,2023-01-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Январь 2023,1
6,2023-02-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Февраль 2023,1
6,2023-03-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Март 2023,1
6,2023-04-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Апрель 2023,1
6,2023-05-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Май 2023,1
6,2023-06-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Июнь 2023,1
6,2023-07-01 00:00:00,0,213,2024-01-09 14:09:18.881193,150,213 - Июль 2023,1
6,2023-08-01 00:00:00,831,213,2024-01-09 14:09:18.881193,83,213 - Август 2023,1
6,2023-09-01 00:00:00,1943,213,2024-01-09 14:09:18.881193,150,213 - Сентябрь 2023,1
6,2023-10-01 00:00:00,1943,213,2024-01-09 14:09:18.881193,138,213 - Октябрь 2023,1
6,2023-11-01 00:00:00,0,213,2024-01-09 14:09:18.881193,0,213 - Ноябрь 2023,1
6,2023-12-01 00:00:00,6377,213,2024-01-09 14:09:18.881193,339,213 - Декабрь 2023,1
6,2024-01-01 00:00:00,15850,213,2024-01-09 14:09:18.881193,796,213 - Январь 2024,1
6,2024-02-01 00:00:00,18949,213,2024-01-09 14:09:18.881193,951,213 - Февраль 2024,1
6,2024-03-01 00:00:00,22187,213,2024-01-09 14:09:18.881193,1113,213 - Март 2024,1
6,2024-04-01 00:00:00,24766,213,2024-01-09 14:09:18.881193,1242,213 - Апрель 2024,1
6,2024-05-01 00:00:00,24766,213,2024-01-09 14:09:18.881193,1242,213 - Май 2024,1
6,2024-06-01 00:00:00,24766,213,2024-01-09 14:09:18.881193,1242,213 - Июнь 2024,1
6,2024-07-01 00:00:00,22617,213,2024-01-09 14:09:18.881193,1080,213 - Июль 2024,1
6,2024-08-01 00:00:00,37737,213,2024-01-09 14:09:18.881193,1800,213 - Август 2024,1
6,2024-09-01 00:00:00,37737,213,2024-01-09 14:09:18.881193,1800,213 - Сентябрь 2024,1
6,2024-10-01 00:00:00,37737,213,2024-01-09 14:09:18.881193,1800,213 - Октябрь 2024,1
6,2024-11-01 00:00:00,56637,213,2024-01-09 14:09:18.881193,2700,213 - Ноябрь 2024,1
6,2024-12-01 00:00:00,75537,213,2024-01-09 14:09:18.881193,3600,213 - Декабрь 2024,1
6,2025-01-01 00:00:00,15057,213,2024-01-09 14:09:18.881193,720,213 - Январь 2025,1
6,2025-02-01 00:00:00,15057,213,2024-01-09 14:09:18.881193,720,213 - Февраль 2025,1
